prodn_practice_desc,end_code,sector_desc,location_desc,unit_desc,congr_district_code,agg_level_desc,week_ending,Value,county_code,state_ansi,country_code,statisticcat_desc,source_desc,asd_code,domaincat_desc,reference_period_desc,state_fips_code,watershed_desc,country_name,state_alpha,domain_desc,county_name,state_name,watershed_code,group_desc,begin_code,class_desc,year,region_desc,zip_5,CV (%),county_ansi,asd_desc,util_practice_desc,freq_desc,commodity_desc,short_desc,load_time
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"13,443,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1975,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"4,680,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1975,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"51,376,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1975,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"70,927,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1976,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"16,765,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1976,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"4,584,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1976,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"49,578,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1976,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"66,686,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1977,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"14,889,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1977,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,025,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1977,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"48,772,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1977,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"56,495,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1978,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"13,980,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1978,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"4,024,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1978,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"38,491,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1978,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"62,454,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1979,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"15,095,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1979,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,932,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1979,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"43,427,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1979,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"71,125,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1980,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"14,650,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1980,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"4,840,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1980,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"51,635,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1980,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"80,642,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1981,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"16,511,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1981,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"5,655,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1981,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"58,476,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1981,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"77,937,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1982,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"16,127,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1982,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"4,177,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1982,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"57,633,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1982,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"61,390,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1983,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"11,314,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1983,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,492,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1983,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"47,584,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1983,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"66,928,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1984,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"12,196,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1984,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,219,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1984,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"51,513,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1984,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"64,704,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1985,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"13,687,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1985,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,094,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1985,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"47,923,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1985,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"60,688,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1986,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"14,641,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1986,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,877,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1986,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"43,170,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1986,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"55,945,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1987,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"13,334,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1987,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,279,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1987,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"39,332,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1987,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"53,189,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1988,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"10,542,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1988,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"2,847,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1988,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"39,800,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1988,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"62,189,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1989,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"17,007,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1989,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,673,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1989,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"41,509,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,WINTER,1989,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, WINTER - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"69,103,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,ALL CLASSES,1990,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,WHEAT - ACRES HARVESTED,2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"15,875,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, (EXCL DURUM)",1990,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED",2012-01-01 00:00:00.000
ALL PRODUCTION PRACTICES,00,CROPS,US TOTAL,ACRES,,NATIONAL,,"3,507,000",,,9000,AREA HARVESTED,SURVEY,,NOT SPECIFIED,YEAR,99,,UNITED STATES,US,TOTAL,,US TOTAL,00000000,FIELD CROPS,00,"SPRING, DURUM",1990,,,,,,ALL UTILIZATION PRACTICES,ANNUAL,WHEAT,"WHEAT, SPRING, DURUM - ACRES HARVESTED",2012-01-01 00:00:00.000
