domain_desc,country_name,state_alpha,state_fips_code,watershed_desc,reference_period_desc,domaincat_desc,asd_code,source_desc,state_ansi,county_code,statisticcat_desc,country_code,week_ending,Value,unit_desc,congr_district_code,agg_level_desc,location_desc,sector_desc,end_code,prodn_practice_desc,short_desc,load_time,commodity_desc,util_practice_desc,asd_desc,freq_desc,county_ansi,CV (%),zip_5,year,region_desc,class_desc,watershed_code,group_desc,begin_code,state_name,county_name
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (1.0 TO 9.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"614,428",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,15.4,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (10.0 TO 49.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"17,610,346",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (100 TO 139 ACRES),,CENSUS,,,PRODUCTION,9000,,"44,873,263",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (140 TO 179 ACRES),,CENSUS,,,PRODUCTION,9000,,"60,361,469",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.4,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (180 TO 219 ACRES),,CENSUS,,,PRODUCTION,9000,,"55,325,643",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.9,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,"AREA OPERATED: (2,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"1,823,636,521",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.9,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (220 TO 259 ACRES),,CENSUS,,,PRODUCTION,9000,,"60,065,771",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,4.7,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (260 TO 499 ACRES),,CENSUS,,,PRODUCTION,9000,,"367,212,667",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.2,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (50.0 TO 69.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"13,270,258",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.4,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (500 TO 999 ACRES),,CENSUS,,,PRODUCTION,9000,,"749,037,393",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.4,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA OPERATED,UNITED STATES,US,99,,YEAR,AREA OPERATED: (70.0 TO 99.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"30,690,434",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.8,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (1,000 TO 2,499 $)",,CENSUS,,,PRODUCTION,9000,,"916,410",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,15.9,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (1,000,000 OR MORE $)",,CENSUS,,,PRODUCTION,9000,,"1,953,552,857",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.4,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (10,000 TO 24,999 $)",,CENSUS,,,PRODUCTION,9000,,"32,026,162",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.3,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (100,000 TO 249,999 $)",,CENSUS,,,PRODUCTION,9000,,"438,918,371",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.2,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (2,500 TO 4,999 $)",,CENSUS,,,PRODUCTION,9000,,"2,401,316",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,9.0,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (25,000 TO 49,999 $)",,CENSUS,,,PRODUCTION,9000,,"65,853,409",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.3,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (250,000 TO 499,999 $)",,CENSUS,,,PRODUCTION,9000,,"667,814,257",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.7,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (5,000 TO 9,999 $)",,CENSUS,,,PRODUCTION,9000,,"7,633,680",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.7,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (50,000 TO 99,999 $)",,CENSUS,,,PRODUCTION,9000,,"147,295,750",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.4,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (500,000 TO 999,999 $)",,CENSUS,,,PRODUCTION,9000,,"1,039,216,267",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.6,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ECONOMIC CLASS,UNITED STATES,US,99,,YEAR,"ECONOMIC CLASS: (LESS THAN 1,000 $)",,CENSUS,,,PRODUCTION,9000,,"395,707",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,20.6,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (1,000 TO 2,499 $)",,CENSUS,,,PRODUCTION,9000,,"839,458",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,14.1,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (1,000,000 OR MORE $)",,CENSUS,,,PRODUCTION,9000,,"1,883,589,103",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (10,000 TO 24,999 $)",,CENSUS,,,PRODUCTION,9000,,"34,436,482",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (100,000 TO 249,999 $)",,CENSUS,,,PRODUCTION,9000,,"455,553,284",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.3,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (2,500 TO 4,999 $)",,CENSUS,,,PRODUCTION,9000,,"2,661,113",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,8.0,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (25,000 TO 49,999 $)",,CENSUS,,,PRODUCTION,9000,,"69,895,394",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.1,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (250,000 TO 499,999 $)",,CENSUS,,,PRODUCTION,9000,,"690,856,637",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (5,000 TO 9,999 $)",,CENSUS,,,PRODUCTION,9000,,"8,478,953",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.3,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (50,000 TO 99,999 $)",,CENSUS,,,PRODUCTION,9000,,"153,272,802",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.9,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (500,000 TO 999,999 $)",,CENSUS,,,PRODUCTION,9000,,"1,054,622,787",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.0,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
FARM SALES,UNITED STATES,US,99,,YEAR,"FARM SALES: (LESS THAN 1,000 $)",,CENSUS,,,PRODUCTION,9000,,"1,818,173",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.9,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1111),,CENSUS,,,PRODUCTION,9000,,"3,940,546,552",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.1,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1112),,CENSUS,,,PRODUCTION,9000,,"16,467,807",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.3,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1113),,CENSUS,,,PRODUCTION,9000,,"1,379,604",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1114),,CENSUS,,,PRODUCTION,9000,,"2,686,025",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.2,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1119),,CENSUS,,,PRODUCTION,9000,,"87,641,532",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.1,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11191),,CENSUS,,,PRODUCTION,9000,,"12,139,900",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,9.1,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11192),,CENSUS,,,PRODUCTION,9000,,"27,332,124",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.7,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11193 & 11194 & 11199),,CENSUS,,,PRODUCTION,9000,,"48,169,508",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.6,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (112111),,CENSUS,,,PRODUCTION,9000,,"68,810,702",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,7.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (112112),,CENSUS,,,PRODUCTION,9000,,"50,630,994",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.5,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (11212),,CENSUS,,,PRODUCTION,9000,,"55,149,045",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,5.1,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1122),,CENSUS,,,PRODUCTION,9000,,"89,367,736",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.0,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1123),,CENSUS,,,PRODUCTION,9000,,"25,133,440",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.9,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1124),,CENSUS,,,PRODUCTION,9000,,"530,391",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,11.1,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
NAICS CLASSIFICATION,UNITED STATES,US,99,,YEAR,NAICS CLASSIFICATION: (1125 & 1129),,CENSUS,,,PRODUCTION,9000,,"17,680,358",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,2.9,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
TOTAL,UNITED STATES,US,99,,YEAR,NOT SPECIFIED,,CENSUS,,,PRODUCTION,9000,,"4,356,024,186",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,1.8,,2017,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED),,CENSUS,,,PRODUCTION,9000,,"5,757,938",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2018-02-01 00:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.5,,2019,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
ORGANIC STATUS,UNITED STATES,US,99,,YEAR,ORGANIC STATUS: (NOP USDA CERTIFIED),,CENSUS,,,PRODUCTION,9000,,"9,505,846",BU,,NATIONAL,US TOTAL,CROPS,00,ORGANIC,"SOYBEANS, ORGANIC - PRODUCTION, MEASURED IN BU",2022-12-15 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.9,,2021,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 OR MORE ACRES)",,CENSUS,,,PRODUCTION,9000,,"1,723,169,011",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.9,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (1,000 TO 1,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"1,001,506,300",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,10.5,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (1.0 TO 14.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"6,866,684",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.7,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (100 TO 249 ACRES),,CENSUS,,,PRODUCTION,9000,,"495,277,849",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,3.8,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,AREA HARVESTED: (15.0 TO 24.9 ACRES),,CENSUS,,,PRODUCTION,9000,,"13,604,287",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,9.0,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
AREA HARVESTED,UNITED STATES,US,99,,YEAR,"AREA HARVESTED: (2,000 TO 2,999 ACRES)",,CENSUS,,,PRODUCTION,9000,,"373,692,892",BU,,NATIONAL,US TOTAL,CROPS,00,ALL PRODUCTION PRACTICES,"SOYBEANS - PRODUCTION, MEASURED IN BU",2024-07-02 12:00:00.000,SOYBEANS,ALL UTILIZATION PRACTICES,,ANNUAL,,6.1,,2022,,ALL CLASSES,00000000,FIELD CROPS,00,US TOTAL,
